timestamp,x,y,z
0,-8.46,-7.71,-1.31
10,-8.92,-7.59,-2.34
20,-9.5,-7.23,-3.36
30,-9.73,-6.86,-4.06
40,-9.95,-6.4,-4.51
50,-10.29,-6.67,-3.93
60,-10.5,-6.22,-3.58
70,-10.55,-5.84,-2.8
80,-10.42,-5.48,-1.92
90,-10.15,-5.12,-1.5
100,-9.86,-4.9,-1.11
110,-9.31,-4.52,-0.76
120,-8.7,-4.45,-0.46
130,-8.04,-4.39,-0.3
140,-7.49,-4.24,-0.1
150,-6.99,-3.9,0.13
160,-6.54,-3.7,0.21
170,-6.09,-3.36,0.53
180,-5.8,-3.05,0.84
190,-5.4,-2.87,1.13
200,-5.0,-2.83,1.28
210,-4.51,-2.85,1.42
220,-4.16,-2.86,1.54
230,-3.9,-2.8,1.79
240,-3.68,-2.78,2.12
250,-3.62,-2.91,2.56
260,-3.53,-2.89,3.07
270,-3.8,-3.01,3.66
280,-4.03,-3.32,4.35
290,-4.22,-3.63,5.01
300,-4.44,-4.0,5.57
310,-4.62,-4.44,6.14
320,-5.48,-5.07,6.59
330,-5.77,-5.31,7.25
340,-6.22,-5.72,8.23
350,-6.84,-6.52,9.52
360,-7.04,-6.91,9.81
370,-7.11,-6.98,9.6
380,-7.13,-7.22,8.52
390,-7.07,-7.25,7.53
400,-7.09,-7.72,7.71
410,-7.52,-8.19,7.77
420,-8.08,-8.35,7.82
430,-8.77,-8.02,7.57
440,-9.42,-7.51,6.79
450,-10.34,-7.24,5.32
460,-10.93,-6.28,3.87
470,-11.78,-5.89,2.3
480,-12.18,-5.96,0.96
490,-12.26,-6.08,-0.05
500,-12.76,-6.52,-0.79
510,-13.08,-6.72,-1.12
520,-13.01,-6.29,-0.98
530,-13.14,-5.85,-0.98
540,-13.09,-5.57,-1.05
550,-13.01,-5.06,-1.56
560,-13.2,-4.38,-2.23
570,-12.9,-3.88,-2.79
580,-12.69,-3.43,-3.36
590,-12.81,-3.38,-3.64
600,-13.08,-3.35,-3.87
610,-13.48,-3.67,-4.1
620,-13.85,-3.68,-4.43
630,-13.86,-3.27,-4.77
640,-13.55,-2.9,-4.95
650,-13.16,-2.56,-5.04
660,-12.64,-2.28,-5.08
670,-12.34,-1.79,-4.97
680,-11.97,-1.52,-4.62
690,-11.43,-1.47,-4.31
700,-10.69,-1.42,-4.07
710,-10.24,-1.27,-3.86
720,-10.07,-1.24,-3.77
730,-9.63,-1.15,-3.54
740,-9.37,-1.0,-3.35
750,-9.08,-0.93,-3.31
760,-8.59,-1.1,-3.24
770,-8.29,-1.38,-3.13
780,-7.72,-1.41,-3.1
790,-7.28,-1.49,-2.91
800,-6.96,-1.62,-2.58
810,-6.67,-1.63,-2.49
820,-6.29,-1.68,-2.36
830,-6.01,-1.82,-2.05
840,-5.6,-2.1,-1.78
850,-5.06,-2.26,-1.57
860,-4.76,-2.52,-1.48
870,-4.45,-2.75,-1.11
880,-4.1,-3.29,-0.78
890,-4.02,-3.65,-0.56
900,-4.02,-3.78,-0.47
910,-3.9,-4.02,-0.12
920,-3.73,-4.12,0.29
930,-3.7,-4.21,0.75
940,-3.46,-4.4,1.26
950,-3.39,-4.52,1.8
960,-3.53,-4.65,2.55
970,-3.88,-4.84,3.33
980,-4.24,-5.27,3.71
990,-4.46,-5.8,3.56
1000,-4.44,-6.42,3.15
