timestamp,x,y,z
0,-4.7,-7.24,2.46
10,-4.62,-7.13,2.33
20,-4.66,-7.05,2.21
30,-4.59,-6.96,2.21
40,-4.54,-6.9,2.24
50,-4.53,-6.85,2.22
60,-4.47,-6.82,2.26
70,-4.41,-6.8,2.26
80,-4.3,-6.79,2.26
90,-4.23,-6.82,2.38
100,-4.19,-6.82,2.52
110,-4.11,-6.86,2.74
120,-4.03,-6.88,2.93
130,-3.96,-6.91,3.13
140,-3.95,-6.85,3.22
150,-3.85,-6.84,3.51
160,-3.87,-6.81,3.67
170,-3.77,-6.79,3.94
180,-3.77,-6.8,4.23
190,-3.74,-6.88,4.48
200,-3.67,-7.06,4.85
210,-3.61,-7.23,5.23
220,-3.63,-7.35,5.7
230,-3.79,-7.47,6.57
240,-3.86,-7.74,7.26
250,-3.83,-8.1,7.65
260,-3.75,-8.38,7.83
270,-3.72,-8.52,7.63
280,-3.79,-8.49,7.38
290,-3.9,-8.31,7.13
300,-3.98,-8.14,6.85
310,-3.97,-7.98,6.68
320,-3.97,-7.81,6.63
330,-3.96,-7.79,6.56
340,-3.97,-7.77,6.47
350,-3.97,-7.79,6.26
360,-4.24,-7.79,5.97
370,-4.67,-7.81,5.58
380,-5.32,-7.65,5.23
390,-5.88,-7.69,5.0
400,-6.35,-7.65,4.77
410,-6.92,-7.79,5.04
420,-6.99,-8.07,4.98
430,-7.19,-8.38,4.75
440,-7.37,-8.47,4.56
450,-7.59,-8.59,4.31
460,-7.92,-8.39,4.08
470,-8.42,-7.87,4.07
480,-9.93,-7.48,4.65
490,-10.8,-7.37,5.27
500,-10.87,-7.76,5.72
510,-11.2,-7.57,6.24
520,-11.35,-7.61,6.58
530,-11.19,-7.75,6.49
540,-11.32,-7.16,6.01
550,-11.59,-6.39,5.3
560,-11.54,-6.0,4.63
570,-11.18,-5.89,4.05
580,-10.84,-5.8,3.52
590,-10.42,-5.64,3.06
600,-10.11,-5.48,2.6
610,-9.67,-5.25,2.26
620,-9.37,-5.06,1.79
630,-9.13,-4.87,1.22
640,-8.89,-4.79,0.72
650,-8.68,-4.68,0.33
660,-8.49,-4.55,0.09
670,-8.35,-4.45,-0.03
680,-8.12,-4.31,-0.16
690,-7.87,-4.32,-0.22
700,-7.52,-4.34,-0.11
710,-7.26,-4.21,-0.09
720,-7.05,-4.16,0.06
730,-6.6,-4.28,0.1
740,-6.07,-4.33,0.15
750,-5.7,-4.3,0.04
760,-5.32,-4.28,0.06
770,-4.92,-4.3,0.07
780,-4.52,-4.35,0.04
790,-4.14,-4.42,0.04
800,-3.78,-4.51,0.08
810,-3.63,-4.66,0.17
820,-2.97,-4.87,0.1
830,-2.84,-5.13,0.39
840,-2.73,-5.21,0.77
850,-2.17,-5.51,0.83
860,-2.02,-5.72,1.07
870,-2.0,-5.96,1.4
880,-1.65,-6.28,1.41
890,-1.63,-6.56,1.49
900,-1.55,-6.8,1.57
910,-1.57,-6.94,1.83
920,-1.27,-7.26,1.92
930,-1.31,-7.52,2.22
940,-1.46,-7.72,2.57
950,-1.58,-7.98,2.99
960,-1.64,-8.22,3.34
970,-1.68,-8.47,3.69
980,-1.71,-8.76,3.92
990,-1.81,-8.96,3.99
1000,-2.01,-9.06,4.14
