timestamp,x,y,z
0,-5.34,-7.52,5.33
10,-5.85,-7.54,5.39
20,-6.25,-7.54,5.62
30,-6.65,-7.67,5.55
40,-6.89,-7.7,5.55
50,-7.24,-7.67,5.71
60,-7.48,-7.77,5.71
70,-7.99,-7.86,6.0
80,-8.36,-7.65,6.54
90,-8.95,-7.67,7.02
100,-8.96,-7.83,7.11
110,-8.17,-7.86,6.71
120,-7.35,-7.82,6.63
130,-6.05,-7.46,6.5
140,-4.71,-6.83,6.42
150,-3.41,-6.51,6.38
160,-2.04,-5.91,6.25
170,-1.07,-5.45,6.18
180,-0.11,-5.15,6.09
190,0.99,-5.14,5.84
200,1.99,-5.27,5.87
210,2.72,-5.37,5.93
220,3.06,-5.54,6.02
230,3.52,-5.53,6.38
240,3.95,-5.43,6.39
250,4.39,-5.33,6.33
260,4.48,-5.09,6.28
270,4.88,-5.0,6.57
280,5.58,-5.01,6.68
290,5.85,-5.03,7.11
300,6.0,-5.01,7.36
310,6.16,-5.03,7.51
320,6.22,-5.22,7.4
330,6.14,-5.45,7.48
340,5.94,-5.53,7.49
350,5.46,-5.58,7.41
360,4.85,-5.58,7.3
370,4.18,-5.53,7.21
380,3.56,-5.48,7.26
390,2.82,-5.54,7.37
400,2.07,-5.55,7.49
410,1.13,-5.45,7.73
420,-0.07,-5.25,7.9
430,-1.02,-5.52,7.83
440,-2.1,-6.08,7.58
450,-2.28,-6.66,7.09
460,-2.43,-7.14,6.85
470,-2.62,-7.41,6.51
480,-3.07,-7.14,6.62
490,-3.73,-6.71,6.43
500,-4.53,-6.65,6.33
510,-5.41,-6.45,6.28
520,-6.05,-6.19,6.01
530,-6.67,-6.02,5.74
540,-7.42,-6.03,5.34
550,-8.07,-6.09,4.95
560,-8.67,-6.23,4.54
570,-9.36,-6.28,4.29
580,-10.0,-6.38,4.24
590,-10.41,-6.45,4.42
600,-10.35,-6.36,4.6
610,-10.17,-6.25,4.69
620,-10.04,-6.09,4.74
630,-9.86,-5.74,4.83
640,-9.65,-5.17,5.28
650,-9.21,-4.71,5.66
660,-8.78,-4.54,5.84
670,-8.36,-4.61,5.97
680,-7.88,-4.78,6.13
690,-7.47,-4.82,6.33
700,-6.96,-4.97,6.49
710,-6.57,-5.18,6.71
720,-6.26,-5.18,6.87
730,-6.09,-5.1,6.98
740,-6.08,-4.96,6.94
750,-6.05,-4.84,6.83
760,-5.88,-4.8,6.65
770,-5.67,-4.95,6.5
780,-5.36,-5.07,6.35
790,-5.14,-5.17,6.14
800,-5.0,-5.23,6.1
810,-4.62,-5.23,5.99
820,-4.22,-5.37,6.26
830,-3.56,-5.43,6.56
840,-2.98,-5.56,7.05
850,-2.3,-5.6,7.48
860,-1.77,-5.63,7.77
870,-1.34,-5.71,7.97
880,-0.92,-5.74,8.07
890,-0.59,-5.77,8.2
900,-0.53,-6.03,8.3
910,-0.24,-6.13,8.18
920,-0.59,-6.23,8.2
930,-0.5,-6.33,7.98
940,-0.81,-6.42,8.03
950,-0.7,-6.49,8.07
960,-1.04,-6.42,7.97
970,-1.2,-6.45,7.95
980,-1.19,-6.46,7.74
990,-1.26,-6.5,7.68
1000,-1.36,-6.61,7.55
