timestamp,x,y,z
0,-6.22,-7.58,5.4
10,-5.98,-7.46,5.49
20,-5.51,-7.35,5.33
30,-4.95,-7.21,5.43
40,-4.57,-7.13,5.48
50,-4.27,-7.02,5.46
60,-3.87,-7.0,5.34
70,-3.36,-7.05,5.14
80,-2.82,-7.28,4.92
90,-2.42,-7.39,4.94
100,-1.75,-7.32,5.05
110,-1.15,-7.24,5.19
120,-0.71,-7.12,5.35
130,-0.24,-6.99,5.49
140,0.38,-7.03,5.61
150,1.06,-6.9,5.79
160,1.46,-7.12,5.98
170,1.95,-7.06,6.08
180,2.34,-7.05,6.13
190,2.8,-7.21,5.97
200,3.14,-7.2,5.98
210,3.31,-7.05,6.04
220,3.41,-7.03,6.09
230,3.68,-7.02,6.31
240,3.86,-6.99,6.35
250,3.85,-6.92,6.44
260,3.91,-6.96,6.36
270,3.92,-7.09,6.22
280,3.69,-7.09,6.14
290,3.44,-7.13,5.99
300,3.17,-7.12,5.95
310,2.79,-7.14,6.02
320,2.57,-7.16,6.02
330,2.4,-7.12,6.29
340,2.29,-7.16,6.7
350,2.34,-7.14,6.83
360,2.07,-7.11,6.98
370,1.57,-7.01,7.18
380,0.85,-6.86,7.32
390,-0.03,-6.68,7.39
400,-0.9,-6.55,7.19
410,-1.79,-6.46,6.45
420,-2.75,-6.3,5.77
430,-3.53,-6.52,5.5
440,-3.2,-6.8,5.53
450,-2.72,-7.61,5.48
460,-2.39,-7.49,5.69
470,-2.79,-7.0,6.24
480,-3.39,-6.76,6.72
490,-3.33,-6.64,6.72
500,-3.52,-7.24,6.54
510,-3.57,-7.34,6.34
520,-4.27,-7.32,6.28
530,-5.16,-6.93,6.37
540,-6.0,-6.09,6.34
550,-7.02,-5.09,6.55
560,-7.92,-4.59,6.44
570,-8.64,-4.31,6.17
580,-9.03,-4.58,6.19
590,-8.99,-4.79,6.24
600,-8.97,-5.49,5.92
610,-9.38,-5.71,6.28
620,-9.44,-5.72,6.67
630,-8.8,-5.81,6.52
640,-8.16,-5.84,6.33
650,-7.67,-5.98,6.23
660,-7.12,-5.96,6.02
670,-6.65,-5.95,5.94
680,-6.23,-6.0,5.97
690,-5.86,-6.06,5.88
700,-5.33,-6.09,6.01
710,-4.67,-6.2,6.11
720,-4.02,-6.24,6.43
730,-3.58,-5.91,6.76
740,-3.27,-6.08,7.22
750,-2.84,-6.11,7.35
760,-2.3,-6.12,7.58
770,-1.9,-6.55,7.6
780,-1.45,-6.92,7.52
790,-1.25,-6.91,7.56
800,-1.02,-7.41,7.66
810,-0.6,-7.12,8.04
820,-0.27,-6.98,8.63
830,-0.31,-6.95,8.94
840,-0.7,-6.83,8.64
850,-1.02,-6.86,7.86
860,-1.32,-7.1,6.96
870,-1.71,-7.24,6.28
880,-1.77,-7.37,5.8
890,-1.81,-7.31,5.57
900,-1.88,-7.33,5.63
910,-1.75,-7.23,5.8
920,-1.69,-7.16,5.72
930,-1.84,-7.03,5.78
940,-1.9,-6.9,5.64
950,-1.84,-6.93,5.29
960,-1.83,-6.83,5.0
970,-2.11,-6.79,4.92
980,-2.35,-6.96,4.83
990,-2.3,-6.97,4.75
1000,-2.18,-7.04,4.8
