timestamp,x,y,z
0,-3.02,-8.43,4.42
10,-3.28,-8.36,4.28
20,-3.44,-8.34,4.1
30,-3.61,-8.26,3.97
40,-4.01,-8.18,3.55
50,-4.56,-8.16,3.15
60,-4.9,-8.22,2.64
70,-5.11,-8.54,2.29
80,-5.72,-8.94,2.38
90,-5.54,-9.27,2.13
100,-6.74,-9.56,2.51
110,-7.52,-9.3,3.06
120,-7.65,-8.88,3.08
130,-8.19,-8.37,3.14
140,-8.3,-7.99,2.79
150,-8.22,-7.49,2.26
160,-8.37,-7.39,1.96
170,-8.22,-7.54,1.29
180,-6.79,-7.29,1.69
190,-6.89,-7.33,2.13
200,-6.44,-7.4,2.33
210,-6.34,-7.39,2.45
220,-5.4,-7.29,2.82
230,-4.49,-7.18,3.41
240,-3.79,-7.17,3.48
250,-3.39,-7.07,3.42
260,-3.05,-7.17,3.41
270,-2.58,-7.28,3.0
280,-2.14,-7.19,2.79
290,-1.47,-7.09,2.78
300,-0.93,-6.88,3.09
310,0.11,-6.89,3.8
320,1.37,-7.18,4.92
330,2.38,-7.39,5.91
340,3.16,-7.55,6.3
350,3.8,-7.67,6.72
360,4.58,-7.51,6.59
370,4.42,-7.21,5.83
380,4.48,-7.0,5.29
390,4.83,-6.66,5.45
400,5.01,-6.75,5.91
410,5.11,-7.1,6.18
420,4.91,-7.44,5.9
430,4.33,-7.52,5.66
440,3.68,-7.35,5.19
450,3.29,-7.17,4.75
460,2.72,-7.15,4.83
470,2.21,-7.17,5.16
480,1.96,-7.18,5.45
490,1.58,-7.39,5.58
500,1.17,-7.49,5.46
510,1.2,-7.7,5.35
520,1.1,-8.03,5.31
530,0.5,-8.25,5.41
540,-0.33,-8.4,5.2
550,-0.83,-8.33,5.24
560,-1.49,-8.13,5.53
570,-2.03,-8.26,5.47
580,-1.83,-8.09,5.5
590,-1.81,-8.03,5.7
600,-1.94,-7.9,5.75
610,-2.05,-7.85,5.59
620,-2.18,-8.38,5.39
630,-2.31,-8.85,5.52
640,-2.72,-8.79,5.47
650,-3.09,-8.63,5.36
660,-3.85,-7.92,5.34
670,-5.21,-6.79,5.32
680,-6.64,-6.62,5.73
690,-7.03,-6.6,6.02
700,-6.62,-6.93,6.22
710,-6.32,-7.15,6.34
720,-6.67,-7.29,6.52
730,-7.35,-7.24,6.5
740,-8.07,-7.15,6.34
750,-8.8,-6.96,6.22
760,-9.27,-6.78,6.15
770,-9.53,-6.72,6.16
780,-9.36,-6.7,6.01
790,-9.01,-6.73,5.85
800,-8.34,-6.75,5.87
810,-7.5,-6.68,5.88
820,-6.97,-6.49,6.04
830,-6.53,-6.23,6.22
840,-5.92,-6.11,6.08
850,-5.66,-6.07,6.11
860,-5.33,-6.07,6.11
870,-4.84,-6.22,6.05
880,-4.57,-6.19,6.1
890,-4.33,-6.08,6.19
900,-4.04,-6.12,6.18
910,-3.69,-6.12,6.13
920,-3.39,-6.21,6.05
930,-3.06,-6.51,5.99
940,-2.63,-6.66,5.89
950,-2.25,-6.77,6.0
960,-1.84,-6.84,6.25
970,-1.48,-6.94,6.44
980,-1.2,-6.92,6.51
990,-0.78,-6.91,6.65
1000,-0.41,-7.16,6.54
