timestamp,x,y,z
0,2.33,-8.19,4.7
10,2.25,-8.1,4.66
20,2.16,-8.02,4.62
30,1.96,-7.91,4.65
40,1.78,-7.8,4.69
50,1.64,-7.68,4.73
60,1.7,-7.56,4.96
70,1.85,-7.68,5.09
80,2.15,-8.0,4.94
90,2.24,-8.21,4.71
100,2.0,-8.36,4.55
110,1.47,-8.45,4.51
120,0.41,-8.76,5.92
130,1.58,-8.6,3.21
140,0.35,-8.4,3.71
150,0.48,-8.48,4.73
160,0.07,-8.55,5.01
170,-0.54,-8.64,5.65
180,-1.79,-8.99,6.57
190,-1.97,-9.46,6.4
200,-2.24,-9.79,6.32
210,-2.81,-9.93,6.4
220,-3.25,-9.86,6.57
230,-3.42,-9.65,6.89
240,-3.63,-9.43,7.09
250,-3.45,-9.2,7.14
260,-3.04,-9.05,6.97
270,-2.8,-8.91,6.68
280,-2.31,-8.76,6.46
290,-1.51,-8.52,6.35
300,-0.76,-8.25,6.52
310,-0.13,-7.96,6.61
320,0.64,-7.68,6.59
330,1.48,-7.41,6.45
340,2.23,-7.06,6.34
350,3.04,-6.62,6.18
360,3.43,-6.2,5.73
370,3.9,-5.8,5.09
380,4.15,-5.29,4.63
390,4.43,-4.87,4.38
400,5.43,-4.76,4.51
410,6.74,-4.94,5.17
420,7.95,-5.05,5.81
430,8.67,-5.15,6.25
440,9.02,-5.1,6.28
450,9.14,-5.08,5.82
460,9.11,-4.85,5.28
470,8.57,-4.7,4.8
480,8.42,-4.41,4.67
490,8.29,-4.46,4.76
500,8.21,-4.58,5.07
510,7.95,-4.83,5.38
520,7.48,-5.22,5.57
530,6.8,-5.6,5.67
540,6.03,-5.91,5.67
550,5.34,-6.14,6.01
560,5.01,-6.33,6.02
570,4.77,-6.44,6.11
580,4.31,-6.73,6.35
590,4.05,-7.03,6.1
600,3.71,-7.1,5.99
610,3.13,-7.12,6.04
620,2.23,-7.12,6.07
630,1.51,-6.98,6.31
640,0.96,-6.87,6.68
650,0.91,-6.68,6.79
660,1.1,-6.56,7.0
670,1.12,-6.43,7.1
680,0.44,-6.41,7.13
690,-0.28,-6.49,7.13
700,-1.28,-6.6,7.35
710,-2.07,-6.61,7.56
720,-2.6,-6.73,7.89
730,-2.95,-6.57,8.18
740,-3.57,-6.73,8.68
750,-4.02,-5.91,9.09
760,-4.48,-5.67,9.38
770,-4.92,-6.01,9.36
780,-5.2,-6.32,9.46
790,-5.35,-6.74,9.34
800,-5.49,-7.05,9.17
810,-5.92,-7.18,9.09
820,-6.28,-7.13,8.95
830,-6.3,-7.13,8.74
840,-6.0,-7.04,8.6
850,-5.5,-6.92,8.57
860,-4.82,-6.81,8.55
870,-4.05,-6.74,8.44
880,-3.58,-6.62,8.41
890,-3.33,-6.51,8.44
900,-3.01,-6.43,8.31
910,-2.66,-6.38,8.14
920,-2.18,-6.41,7.94
930,-1.64,-6.45,7.98
940,-0.91,-6.45,8.2
950,-0.3,-6.44,8.46
960,0.27,-6.38,8.76
970,0.54,-6.22,8.82
980,0.83,-6.26,8.31
990,0.74,-6.21,7.79
1000,0.75,-6.35,7.19
