timestamp,x,y,z
0,-3.56,-7.81,5.13
10,-3.72,-7.83,5.19
20,-3.91,-7.81,5.17
30,-4.14,-7.77,5.27
40,-4.42,-7.69,5.34
50,-4.91,-7.58,5.35
60,-5.36,-7.61,5.32
70,-5.73,-7.72,5.48
80,-6.05,-7.81,5.57
90,-5.88,-7.85,5.16
100,-6.25,-7.97,4.89
110,-6.04,-7.95,4.42
120,-6.22,-7.62,4.26
130,-6.25,-7.41,4.03
140,-6.26,-7.2,3.89
150,-5.99,-7.08,3.78
160,-5.49,-7.1,3.58
170,-5.07,-7.02,3.73
180,-4.4,-7.29,3.81
190,-3.76,-7.39,3.73
200,-3.9,-7.28,3.94
210,-4.0,-7.13,4.21
220,-3.77,-6.95,4.5
230,-3.51,-6.93,4.91
240,-3.25,-7.06,5.11
250,-2.89,-7.33,5.32
260,-2.77,-7.5,5.69
270,-2.2,-7.54,5.93
280,-1.88,-7.25,6.03
290,-1.41,-7.01,6.0
300,-0.82,-6.9,6.25
310,-0.29,-6.83,6.47
320,0.31,-6.86,6.73
330,0.92,-6.85,6.8
340,1.5,-6.93,6.67
350,2.05,-6.84,6.71
360,2.37,-6.62,6.78
370,2.69,-6.53,6.96
380,3.19,-6.44,7.04
390,3.53,-6.34,7.52
400,4.09,-6.39,7.86
410,4.64,-6.55,8.29
420,4.79,-6.53,8.66
430,4.77,-6.68,8.71
440,4.78,-6.85,8.51
450,4.71,-7.03,8.01
460,4.27,-6.86,7.78
470,3.9,-6.67,7.53
480,3.55,-6.68,7.26
490,3.06,-6.62,7.08
500,3.01,-6.75,6.96
510,2.67,-6.68,6.82
520,2.45,-6.68,6.79
530,2.4,-6.93,6.63
540,2.04,-6.99,6.69
550,1.52,-6.87,6.74
560,1.0,-7.18,6.46
570,0.15,-7.35,6.25
580,-0.77,-7.11,6.41
590,-1.37,-6.81,6.31
600,-2.08,-6.97,6.13
610,-2.66,-6.85,6.22
620,-2.91,-6.77,6.23
630,-3.43,-6.74,6.17
640,-4.22,-6.7,6.04
650,-5.08,-6.64,5.97
660,-5.94,-6.73,6.04
670,-6.47,-6.61,5.94
680,-7.02,-6.78,5.99
690,-7.32,-6.76,6.06
700,-7.56,-6.64,6.11
710,-7.91,-6.51,6.23
720,-8.37,-6.26,6.57
730,-8.98,-5.92,7.07
740,-9.45,-5.7,7.49
750,-9.84,-5.67,7.56
760,-9.8,-5.8,7.26
770,-9.35,-6.16,6.72
780,-8.57,-6.45,6.32
790,-8.23,-6.47,6.26
800,-7.88,-6.19,6.14
810,-7.6,-6.01,5.88
820,-7.31,-5.81,5.5
830,-7.01,-5.82,5.13
840,-6.68,-5.9,4.81
850,-6.37,-5.92,4.54
860,-5.87,-6.0,4.41
870,-5.39,-6.07,4.49
880,-4.92,-6.1,4.6
890,-4.53,-6.12,4.64
900,-4.14,-6.22,4.79
910,-3.61,-6.3,4.94
920,-3.07,-6.37,5.04
930,-2.63,-6.34,5.27
940,-2.26,-6.34,5.55
950,-1.86,-6.23,5.79
960,-1.52,-6.22,6.17
970,-1.2,-6.18,6.4
980,-1.03,-6.17,6.86
990,-0.68,-6.22,7.3
1000,-0.37,-6.39,7.53
