timestamp,x,y,z
0,-2.17,-8.46,4.28
10,-2.35,-8.42,4.29
20,-2.64,-8.37,4.25
30,-3.04,-8.32,4.22
40,-3.56,-8.33,4.23
50,-4.04,-8.51,4.33
60,-4.48,-8.51,4.13
70,-4.88,-8.65,4.26
80,-5.04,-8.72,4.06
90,-5.2,-8.55,4.01
100,-5.47,-8.31,3.64
110,-5.77,-8.24,3.58
120,-5.59,-8.08,3.49
130,-5.51,-8.06,3.7
140,-5.32,-8.13,3.87
150,-4.95,-8.31,3.94
160,-4.67,-8.39,3.95
170,-4.56,-8.47,3.88
180,-4.44,-8.34,3.84
190,-4.18,-8.2,3.79
200,-4.17,-8.09,3.9
210,-3.91,-8.02,4.0
220,-3.36,-8.15,3.96
230,-2.94,-8.16,4.38
240,-2.41,-7.92,4.77
250,-1.57,-7.68,4.96
260,-0.83,-7.56,5.36
270,0.05,-7.14,5.69
280,0.98,-6.97,5.83
290,1.86,-6.85,6.04
300,2.56,-6.84,6.32
310,3.3,-6.9,6.49
320,3.76,-6.81,6.62
330,4.32,-6.78,6.58
340,4.59,-6.81,6.6
350,4.97,-6.74,6.59
360,5.15,-6.73,6.7
370,5.37,-6.67,6.82
380,5.6,-6.67,6.75
390,5.77,-6.69,6.6
400,5.69,-6.63,6.45
410,5.48,-6.68,6.32
420,5.14,-6.73,6.1
430,4.78,-6.71,5.98
440,4.35,-6.81,5.9
450,3.83,-6.83,5.79
460,3.19,-6.86,5.72
470,2.56,-6.94,5.57
480,2.04,-7.1,5.52
490,1.42,-7.1,5.55
500,0.66,-7.12,5.77
510,0.08,-7.17,5.97
520,-0.38,-7.28,6.09
530,-1.08,-7.27,6.3
540,-1.71,-7.31,6.24
550,-2.03,-7.21,6.14
560,-2.38,-7.39,6.02
570,-3.08,-7.18,6.26
580,-3.89,-7.02,6.3
590,-4.59,-7.04,6.22
600,-5.27,-7.11,6.3
610,-5.87,-7.36,6.31
620,-6.45,-7.27,6.3
630,-6.87,-7.49,6.34
640,-7.2,-7.34,6.22
650,-7.77,-7.11,6.06
660,-8.42,-6.87,5.82
670,-8.58,-6.67,5.66
680,-8.57,-6.55,5.59
690,-8.7,-6.5,5.52
700,-8.6,-6.59,5.52
710,-8.32,-6.59,5.56
720,-8.18,-6.54,5.65
730,-8.06,-6.46,5.81
740,-7.95,-6.33,5.87
750,-7.74,-6.31,5.94
760,-7.62,-6.19,5.83
770,-7.61,-6.05,5.73
780,-7.66,-5.92,5.68
790,-7.55,-5.81,5.58
800,-7.31,-5.8,5.56
810,-7.07,-5.82,5.6
820,-6.68,-5.82,5.66
830,-6.34,-5.84,5.8
840,-6.1,-5.9,5.93
850,-5.79,-5.88,5.96
860,-5.36,-6.08,6.04
870,-5.04,-6.2,6.07
880,-4.65,-6.33,6.16
890,-4.26,-6.49,6.71
900,-3.77,-6.65,6.5
910,-2.73,-7.44,8.75
920,-1.17,-6.76,6.52
930,-2.72,-6.57,5.83
940,-2.71,-6.61,7.07
950,-1.69,-6.7,6.8
960,-0.66,-7.01,6.22
970,-0.47,-7.26,6.61
980,0.07,-7.39,6.9
990,0.77,-7.5,6.91
1000,1.12,-7.61,6.99
